inner_id,outer_fold,library_run,query_run,k,beta,late_q,mode,stage,num_points,wear_min_um,wear_max_um,mae_um,rmse_um,mean_residual_um,underest_ratio
fold1:c4->c1,fold1,c4,c1,10,0.3,0.0,delta-blend@k10_b03,early,73,94.5686264038086,109.89444732666016,1.194359302520752,1.2912510633468628,-0.1406661719083786,0.589041095890411
fold1:c4->c1,fold1,c4,c1,10,0.3,0.0,delta-blend@k10_b03,mid,73,110.37812042236328,134.4010467529297,1.9841508865356445,1.9890704154968262,1.9841508865356445,0.0
fold1:c4->c1,fold1,c4,c1,10,0.3,0.0,delta-blend@k10_b03,late,73,134.55799865722656,172.6868438720703,2.340165615081787,3.0707054138183594,2.219494581222534,0.136986301369863
fold1:c4->c1,fold1,c4,c1,10,0.5,0.0,delta-blend@k10_b05,early,73,94.5686264038086,109.89444732666016,1.0584311485290527,1.1888415813446045,0.005257593467831612,0.6027397260273972
fold1:c4->c1,fold1,c4,c1,10,0.5,0.0,delta-blend@k10_b05,mid,73,110.37812042236328,134.4010467529297,3.1105329990386963,3.143547773361206,3.1105329990386963,0.0
fold1:c4->c1,fold1,c4,c1,10,0.5,0.0,delta-blend@k10_b05,late,73,134.55799865722656,172.6868438720703,3.524219274520874,4.04556131362915,3.524219274520874,0.0
fold1:c4->c1,fold1,c4,c1,10,0.7,0.0,delta-blend@k10_b07,early,73,94.5686264038086,109.89444732666016,0.9469991326332092,1.1685868501663208,0.15118157863616943,0.4657534246575342
fold1:c4->c1,fold1,c4,c1,10,0.7,0.0,delta-blend@k10_b07,mid,73,110.37812042236328,134.4010467529297,4.236915111541748,4.335296630859375,4.236915111541748,0.0
fold1:c4->c1,fold1,c4,c1,10,0.7,0.0,delta-blend@k10_b07,late,73,134.55799865722656,172.6868438720703,4.828943729400635,5.197014331817627,4.828943729400635,0.0
fold1:c4->c1,fold1,c4,c1,3,,0.8,delta-knn-only@k3,early,73,94.5686264038086,109.89444732666016,5.326226711273193,5.553040027618408,5.326226711273193,0.0
fold1:c4->c1,fold1,c4,c1,3,,0.8,delta-knn-only@k3,mid,73,110.37812042236328,134.4010467529297,5.985200881958008,6.195768356323242,5.985200881958008,0.0
