inner_id,outer_fold,library_run,query_run,k,beta,late_q,mode,library_wear_threshold_um,mse_full_raw,rmse_full_raw,mae_full_raw,valid_points
fold3:c6->c1,fold3,c6,c1,3,0.5,0.8,delta-blend@k3_b05,154.3047332763672,23.101362228393555,4.806387648577001,4.5588531494140625,219
fold3:c6->c1,fold3,c6,c1,3,0.7,0.8,delta-blend@k3_b07,154.3047332763672,37.291446685791016,6.106672308695712,5.919430255889893,219
fold3:c6->c1,fold3,c6,c1,5,,0.8,delta-knn-only@k5,154.3047332763672,66.74266052246094,8.169618138105411,7.960297584533691,219
fold3:c6->c1,fold3,c6,c1,5,0.3,0.8,delta-blend@k5_b03,154.3047332763672,13.266509056091309,3.642321931967479,3.1982736587524414,219
fold3:c6->c1,fold3,c6,c1,5,0.5,0.8,delta-blend@k5_b05,154.3047332763672,23.101356506347656,4.806387053322657,4.558852195739746,219
fold3:c6->c1,fold3,c6,c1,5,0.7,0.8,delta-blend@k5_b07,154.3047332763672,37.29143524169922,6.106671371680256,5.919430255889893,219
fold3:c6->c1,fold3,c6,c1,10,,0.8,delta-knn-only@k10,154.3047332763672,66.74266052246094,8.169618138105411,7.960297584533691,219
fold3:c6->c1,fold3,c6,c1,10,0.3,0.8,delta-blend@k10_b03,154.3047332763672,13.266508102416992,3.6423218010517675,3.1982734203338623,219
fold3:c6->c1,fold3,c6,c1,10,0.5,0.8,delta-blend@k10_b05,154.3047332763672,23.101356506347656,4.806387053322657,4.558851718902588,219
fold3:c6->c1,fold3,c6,c1,10,0.7,0.8,delta-blend@k10_b07,154.3047332763672,37.29143524169922,6.106671371680256,5.919430255889893,219
